name,1,2,3
barl,0,201.75399999999996,5.5678598473740335
bayes,2,127.57693333333329,5.6457673122699905
epopt,4,283.1941333333333,10.691938394440855
qmdp,6,279.13980000000004,6.957742208216686
per_mdp_optimal,8,466.59,1.0
