name,1,2,3
barl,0,200.7031,7.251888021956765
bayes,2,137.02516666666668,2.6812195840629993
epopt,4,58.2542,1.9044089467455367
qmdp,6,574.5514000000001,3.1496160566011837
per_mdp_optimal,8,275.966,1.0
