name,1,2,3
barl,0,314.8012000000001,4.322344223373856
bayes,2,389.8055666666667,9.447127930597432
epopt,4,141.35846666666666,4.9956994111009205
qmdp,6,549.6173000000001,1.8233104291370705
per_mdp_optimal,8,293.609,1.0
