iteration,barl,bayes,epopt
0.0,0.6188992013432144,-0.7964122572616643,-1.7178318764998703
1.0,0.5280364448796281,-1.3999242634431621,-1.0858045537491103
2.0,3.4716891421484917,-0.3187555306380755,1.244923082749211
3.0,4.268574811006318,0.1472251269880626,2.646955451606047
4.0,7.497756542707179,2.339164306440348,3.416759550805918
5.0,8.49641247334878,1.9125368737134958,5.820324265471559
6.0,10.791394353962662,3.753550957556522,7.119463791406167
7.0,13.719365660735674,6.544667716858349,8.463171741498916
8.0,16.86949672214349,6.388328743408832,9.211910515564592
9.0,16.25152151059701,6.852596666418932,11.043594706080153
10.0,18.881571558653373,9.508285685490574,14.0568443812574
11.0,19.68649748191687,10.091475111235967,13.786804519742038
12.0,21.39419131203831,12.93681112832662,16.08303476062331
13.0,24.926129663852908,12.86296597919362,17.5013584764249
14.0,25.619615864966693,14.075746877069124,17.64674159375178
15.0,27.349790134237043,17.39594283936449,19.98390058605919
16.0,27.286459277348865,18.440688041072132,20.39175768627552
17.0,29.85375917088194,18.013703470401033,22.734646553169313
18.0,31.229197294588186,21.34419178067533,23.065897213836728
19.0,36.15946727428035,22.654448902273174,24.89522506923466
20.0,35.04259200591627,24.086878876945043,26.18742447992662
21.0,35.113164272008525,23.688915657140356,25.188584197529348
22.0,33.997326328618556,27.08367626069262,25.61613606918518
23.0,36.2642846798329,27.62247167711804,26.68580209952064
24.0,37.69911213426984,28.83802544776771,30.832770561431374
25.0,38.07845937939144,25.57510597602368,32.65563656319068
26.0,39.791507068578134,25.646384113784716,26.803657458217376
27.0,42.18899291886242,24.872729511008224,28.322920487198584
28.0,43.44597851003116,32.151133296411274,29.98724434661921
29.0,40.24176238144701,31.791448473087307,30.04518595071767
30.0,43.692278759061196,30.73015275800603,31.39628154704245
31.0,46.118364238838026,32.58993468841436,31.31636883226273
32.0,44.312643438060434,30.547001397905806,33.51289144754068
33.0,42.20556172186332,33.450524947621574,30.255856487526263
34.0,47.70810944601105,33.153498014748486,31.235361977656776
35.0,46.86271583372913,34.72230261281492,33.79571115468049
36.0,46.33745380632284,34.651517010299706,33.05906568427709
37.0,48.30572455962823,38.983726568630566,32.93000052412255
38.0,48.51634769938838,35.64055565933753,32.78274862758107
39.0,49.25673561607524,37.21940808189307,36.35198661829038
40.0,45.78382283156571,35.11986108353887,35.3860704982107
41.0,49.20729592773839,35.58600900154839,34.4216349972299
42.0,51.01921092449929,35.25980389938575,33.96501597445978
43.0,48.58556834135068,38.7583414166284,32.604470130631604
44.0,49.42998132001983,36.90904189318601,33.76047369668595
45.0,50.65411430811489,34.79271810659916,33.57933165877135
46.0,49.197078785281875,41.84325642473613,35.0495170627384
47.0,49.636858262965625,38.28985817936687,35.2262593755116
48.0,50.94644757256629,37.71342519723796,37.60288795896075
49.0,54.11659558034237,38.755414466450276,37.12693042225368
50.0,53.433859416987104,41.245341703016685,37.74367757051692
51.0,53.58127283408244,41.08612887671448,36.67771601454093
52.0,53.15391900501117,41.04654547980717,38.71879909729823
53.0,54.533843512568055,41.52215070724959,34.671499927153135
54.0,52.03606413388689,37.05272856406448,39.90411178035959
55.0,50.11834179939623,35.76971743412638,41.35819484499031
56.0,55.054678816613546,38.722102213116585,35.791557817549375
57.0,53.35900090067062,42.15723484039599,38.57465049416692
