name,1,2,3
barl,0,153.5980333333333,2.0394725878593296
bayes,2,118.6160666666667,1.5189180651834848
epopt,4,120.49023333333331,1.3892060559769248
qmdp,6,221.19230000000002,1.701719842100925
per_mdp_optimal,8,251.011,1.0
