name,1,2,3
barl,0,98.11513333333333,5.77739644836925
bayes,2,-12.887166666666666,10.369693512462527
epopt,4,-82.33739999999997,9.539440609688691
qmdp,6,-87.0097,0.3452002042293716
per_mdp_optimal,8,417.418,1.0
